9120	-536	14948	1258	-5100	380	-42	-22	-3	9159
9404	-792	13544	567	-3517	271	-41	-20	0	9209
9728	-336	14120	-19	-3593	-49	-44	-21	1	9257
9904	-164	13584	-83	-2960	-146	-45	-20	0	9304
10180	-372	14032	274	-2502	110	-44	-19	1	9353
10404	-428	13460	-136	-2112	63	-44	-18	2	9402
10416	-536	13184	148	-937	397	-44	-21	1	9451
10552	-628	13460	679	-908	377	-45	-21	4	9499
10616	-528	13364	821	-201	128	-44	-20	2	9547
10544	-436	13272	-479	-78	-390	-45	-17	3	9595
10576	-656	14152	349	1675	-336	-44	-18	3	9643
10288	-492	13424	104	4354	-233	-43	-20	0	9692
9976	-340	14040	549	5290	114	-42	-21	-1	9741
9476	-464	14404	550	8449	-281	-44	-21	-3	9789
8688	-688	13616	60	5876	65	-40	-20	-6	9838
8356	-304	15112	387	3408	-172	-38	-18	-9	9884
7956	-324	15036	200	4649	-607	-37	-20	-10	9933
7452	-504	15848	872	5834	-58	-37	-21	-9	9983
6924	-120	15932	-1044	6506	-347	-36	-21	-11	10030
6356	-904	16504	-312	5331	91	-35	-21	-12	10083
5832	-228	16296	-477	4857	115	-31	-20	-14	10133
5124	-808	16148	450	6546	-343	-31	-20	-14	10184
4532	-356	15676	-185	2789	28	-29	-19	-15	10235
4320	-484	16904	853	3795	687	-29	-21	-18	10285
4000	-788	16704	458	4127	-193	-29	-21	-18	10335
3552	-464	17116	142	2557	9	-27	-20	-19	10386
3336	-484	16568	240	2374	515	-26	-21	-18	10434
3080	-216	17700	265	3364	266	-25	-19	-20	10484
2648	-800	16960	102	3937	234	-24	-16	-21	10534
2224	-264	16968	232	2329	231	-22	-21	-19	10584
1416	-492	16824	-764	2419	20	-23	-21	-20	10634
1828	-888	17420	129	1239	-2	-20	-20	-20	10683
1692	-492	17088	-27	1313	-443	-21	-18	-21	10732
1640	-460	17336	171	-99	512	-21	-19	-22	10783
1488	-424	17476	104	2033	121	-20	-20	-21	10832
1248	-656	17184	29	2107	47	-19	-19	-22	10882
1124	-804	17404	442	267	-162	-20	-19	-21	10930
1048	-492	17392	1369	334	-167	-18	-21	-23	10980
948	-364	17220	601	-48	-119	-20	-20	-24	11031
896	-852	17004	1495	748	202	-19	-21	-24	11080
752	-436	19508	473	3744	43	-17	-20	-24	11129
212	-860	17556	1330	3123	409	-16	-21	-23	11176
-164	-688	17508	771	3618	1064	-16	-20	-23	11226
-552	1080	17656	2201	5082	645	-14	-20	-26	11277
-992	-144	18488	1770	6146	-586	-12	-21	-28	11328
-1824	-24	17648	-417	7010	-94	-10	-22	-27	11380
-2584	-68	16952	365	6921	165	-7	-23	-25	11431
-3308	140	16272	196	5925	835	-5	-22	-26	11480
-3984	440	16000	59	4657	597	-2	-23	-28	11529
-4396	904	15968	652	3831	417	0	-22	-25	11577
-4804	268	15856	646	2749	-703	0	-22	-27	11625
-5032	204	16476	-80	2182	88	1	-23	-28	11674
-5292	308	17092	200	1939	-132	2	-22	-28	11720
-5480	124	16844	-147	2925	-263	1	-23	-28	11769
-5852	-292	16092	582	3595	-35	4	-22	-28	11819
-6220	240	15636	-217	2756	239	4	-23	-28	11868
-6436	-180	15872	716	2060	70	7	-21	-27	11917
-6648	152	15392	244	1058	1	7	-24	-26	11965
-6724	140	15296	133	-289	-216	6	-24	-25	12011
-6576	268	15284	786	-1797	-51	6	-22	-27	12059
-6292	-32	15736	866	-3187	63	6	-22	-26	12108
-5936	984	16264	535	-4048	295	2	-22	-30	12156
-5440	504	16748	437	-4444	431	2	-23	-28	12205
-5000	796	16756	732	-4173	-86	-1	-22	-29	12254
-4596	596	17060	986	-4055	56	0	-23	-29	12304
-4236	372	16968	690	-4085	414	-2	-24	-29	12352
-3848	860	16720	-111	-3662	47	-2	-23	-29	12402
-3432	812	16852	165	-3825	-64	-5	-24	-30	12451
-3024	860	17044	1032	-3880	-408	-5	-24	-30	12501
-2612	288	17316	65	-4064	110	-8	-23	-29	12553
-2164	868	16844	-9	-4006	-20	-10	-23	-28	12602
-1716	676	17772	355	-3527	128	-12	-23	-27	12652
-1316	708	17636	320	-3063	-337	-11	-23	-25	12703
-1112	556	17592	199	-2449	129	-13	-24	-28	12755
-856	720	17520	517	-2505	353	-14	-24	-27	12806
-588	652	17468	456	-2087	-182	-15	-23	-27	12856
-376	760	17644	-195	-1751	-65	-15	-21	-26	12907
-232	660	17484	-30	-1286	-141	-16	-23	-26	12958
-104	300	17492	-47	-879	-167	-16	-21	-29	13009
-48	628	17212	-366	-976	44	-15	-23	-27	13059
56	644	17508	-145	-1263	65	-16	-23	-25	13107
160	644	17248	34	-1420	-346	-16	-22	-24	13155
352	664	18188	-157	-691	-293	-17	-23	-24	13203
308	100	17468	19	280	-284	-16	-23	-24	13253
276	448	16940	-30	136	133	-18	-22	-26	13300
316	356	17096	65	-954	91	-16	-22	-27	13347
400	920	17052	-420	-857	154	-17	-23	-24	13393
580	20	17036	-933	-2253	-176	-19	-22	-23	13442
1580	232	17784	184	-1016	485	-19	-23	-24	13491
852	-56	17096	-86	-373	226	-19	-21	-23	13541
6164	-3436	17164	515	-1156	1077	-18	-23	-23	13589
1024	1120	17140	-139	-904	282	-19	-21	-22	13642
1208	260	17424	-276	-1449	447	-18	-19	-24	13693
1264	-92	17160	-458	-1846	-690	-20	-23	-23	13744
1060	560	16560	140	-5887	-506	-20	-20	-19	13796
2692	52	16656	318	-10139	-1693	-21	-21	-20	13847
3800	-372	17784	-1083	-8906	480	-27	-21	-19	13899
4568	140	17060	-269	-5649	-225	-31	-20	-16	13952
5100	-124	16168	-206	-5178	2	-33	-22	-14	14004
5812	-384	16060	-524	-7813	-238	-32	-21	-11	14054
6636	-28	15924	502	-7663	-396	-35	-21	-10	14107
7328	-608	15320	275	-7505	546	-37	-19	-6	14158
8084	132	15856	580	-6205	308	-40	-21	-7	14208
9416	-272	14336	333	-6105	191	-40	-20	-4	14257
9212	-12	14056	-1362	-8211	131	-41	-21	-2	14307
9952	-404	14560	-113	-5814	-352	-43	-20	0	14358
10232	-408	13760	1025	-3580	546	-43	-20	1	14409
10492	-256	12476	14	-4219	646	-44	-21	2	14460
11048	-280	13284	-604	-5696	6	-46	-20	4	14509
11308	-364	12652	-362	-3207	-251	-46	-18	6	14557
11508	-460	13268	445	-1421	106	-46	-18	6	14609
11468	36	12664	552	1929	-97	-47	-20	5	14659
11328	-228	12720	730	3778	-279	-46	-19	5	14706
10856	-132	13468	930	6665	60	-41	-19	3	14756
10312	-128	13580	612	8296	-430	-43	-21	0	14804
9520	-176	13440	520	7202	-92	-42	-18	0	14854
8996	-56	13928	479	5643	-90	-41	-22	-4	14902
8584	40	14836	508	4010	-239	-39	-21	-5	14950
8196	-140	14756	586	3774	-226	-39	-21	-7	14997
7864	88	15148	52	3545	16	-38	-21	-8	15047
7564	-44	15308	155	3523	-170	-35	-23	-10	15092
7252	20	15700	63	3235	302	-37	-21	-11	15142
6888	0	16036	45	5332	-276	-37	-21	-9	15189
6328	-60	15856	-288	6036	-286	-34	-22	-11	15235
5856	-148	15904	-41	3621	88	-33	-20	-14	15285
5440	-116	15912	-573	3868	-143	-33	-21	-14	15334
4944	-316	16084	592	3874	398	-30	-20	-14	15386
4648	-924	16620	-621	1743	109	-30	-20	-15	15436
4864	-864	17184	-519	1404	44	-29	-20	-15	15487
4040	-492	17172	-976	3820	201	-30	-21	-15	15537
3804	-248	16908	-419	4989	610	-26	-22	-19	15588
3936	-924	16436	-1375	4440	259	-28	-21	-16	15639
2552	8	16768	-1040	4749	-19	-24	-21	-19	15691
692	-928	16220	-714	2098	-85	-26	-22	-17	15740
2168	-764	17056	1048	-133	395	-24	-19	-17	15790
2312	-824	17540	546	424	-547	-23	-18	-20	15841
2064	-944	16992	887	2129	53	-23	-21	-19	15891
1892	-816	17568	103	2769	242	-21	-19	-20	15940
1480	-972	17212	143	4047	896	-19	-21	-20	15990
1132	-416	16808	649	343	1161	-20	-20	-22	16039
1228	-656	18112	417	761	-120	-20	-18	-21	16089
1096	-768	16632	960	194	-627	-20	-19	-19	16139
1248	-396	18344	1438	261	-188	-21	-21	-23	16189
1068	-232	16548	1572	1473	-345	-17	-20	-20	16240
940	-104	18052	1539	625	-265	-18	-22	-20	16292
608	44	17216	635	2423	-1279	-18	-22	-21	16342
528	-932	17292	749	1738	-665	-19	-23	-23	16391
276	-60	17900	954	2342	166	-17	-22	-24	16441
68	44	17940	820	2553	151	-17	-23	-25	16489
-276	284	18400	150	3568	-574	-14	-20	-25	16535
-684	-120	18008	831	5622	-354	-14	-21	-23	16584
-1368	264	17908	-910	6206	-28	-11	-22	-26	16635
-2160	48	16456	-189	5904	-154	-8	-24	-24	16686
-2788	-336	16812	812	5485	185	-6	-23	-26	16736
-3348	172	16384	-1231	4610	415	-6	-22	-27	16786
-3864	-712	15872	2049	4201	234	-4	-24	-27	16837
-4216	-28	16748	1551	2939	441	-2	-22	-27	16888
-4572	508	16568	726	2658	206	-2	-22	-26	16938
-4884	360	16284	671	2312	-601	-1	-22	-27	16987
-5092	-128	16708	827	1573	-113	0	-22	-29	17037
-5228	532	16240	612	1212	-275	2	-23	-29	17087
-5348	496	16548	1266	912	-274	0	-22	-28	17136
-5472	120	15860	505	-188	-143	0	-24	-27	17185
-5404	624	16520	446	-668	338	2	-21	-28	17233
-5304	328	15992	562	-1371	106	0	-26	-28	17281
-5164	580	16568	685	-1758	128	-1	-24	-27	17330
-4864	660	16140	847	-2388	34	0	-22	-28	17380
-4628	728	16636	689	-2791	163	-1	-23	-27	17428
-4300	548	16764	954	-3658	93	-2	-24	-29	17478
-4068	1388	16344	637	-3500	532	-4	-23	-30	17527
-3480	572	17088	338	-3863	451	-5	-24	-30	17578
-3072	1084	17284	386	-3738	249	-7	-22	-28	17628
-2684	620	17316	865	-3487	254	-8	-23	-28	17679
-2348	1128	17316	-224	-3418	549	-8	-24	-28	17728
-1980	1168	17344	407	-3068	98	-10	-24	-26	17780
-1668	1384	17488	63	-2509	107	-10	-23	-26	17831
-1432	756	17264	890	-2329	30	-10	-23	-26	17882
-1180	888	17324	115	-2177	383	-10	-24	-24	17932
-932	1252	17152	669	-2224	928	-13	-23	-27	17983
-640	1264	17728	-84	-1924	338	-11	-25	-27	18034
-708	1276	17464	120	-1833	-195	-12	-24	-28	18085
-420	968	17304	43	-1255	-189	-12	-25	-27	18137
-192	1196	17408	207	-1664	-423	-14	-24	-26	18187
56	1328	17732	697	-2065	-511	-16	-23	-26	18239
176	1140	17732	-375	-1075	-517	-15	-25	-26	18289
244	816	17452	-245	-317	-262	-16	-25	-26	18341
268	920	17184	457	-1342	-407	-15	-22	-25	18391
456	700	17612	-511	-1051	307	-17	-23	-28	18441
456	1012	17368	-25	86	-187	-17	-21	-24	18491
476	720	17116	-154	-320	40	-17	-24	-26	18539
548	860	17052	-156	-630	-117	-19	-23	-26	18586
644	816	17496	-505	-1031	31	-16	-24	-24	18636
640	1168	17352	-33	47	-428	-17	-23	-24	18685
668	584	17036	-250	-287	57	-17	-22	-25	18733
656	704	17616	-46	-380	162	-16	-24	-26	18781
648	496	17072	-13	-121	30	-17	-23	-27	18829
760	560	17496	-90	-554	34	-18	-24	-25	18876
728	552	17264	149	256	-73	-18	-22	-25	18922
712	584	17336	22	-329	-10	-18	-22	-24	18969
724	440	17460	149	175	52	-18	-23	-25	19016
740	484	17268	231	-204	21	-17	-23	-23	19062
772	540	17428	241	-102	-141	-18	-22	-26	19109
796	464	17280	55	-193	8	-19	-23	-26	19157
776	508	17184	-206	-88	100	-19	-24	-26	19202
720	496	17380	88	115	33	-19	-23	-25	19250
804	452	17284	314	-310	25	-19	-22	-24	19295
760	448	17420	92	209	-210	-18	-22	-26	19341
704	400	17192	474	-249	-15	-19	-23	-25	19388
760	560	17316	323	180	-90	-15	-21	-26	19436
740	468	17152	244	-158	126	-16	-22	-25	19483
844	488	17440	451	31	-114	-18	-22	-23	19531
692	456	17284	243	-91	-26	-18	-22	-26	19578
756	460	17384	454	108	-25	-19	-24	-24	19624
676	532	17128	-125	-82	52	-17	-22	-26	19671
716	568	17332	14	-224	4	-17	-22	-24	19718
736	556	17372	-291	285	89	-17	-23	-25	19763
712	360	16908	-676	-636	134	-19	-23	-24	19809
800	408	17528	-149	359	-110	-18	-24	-27	19858
700	300	17296	-690	-290	175	-18	-23	-25	19907
792	260	17356	-1523	-410	-43	-18	-22	-23	19956
708	192	17408	278	400	-200	-18	-22	-24	20006
724	8	17328	-670	-396	142	-15	-21	-24	20054
784	-116	17416	-994	123	16	-17	-21	-25	20101
676	-244	17396	-1129	-149	95	-19	-20	-24	20149
704	-352	17388	-1615	134	44	-17	-20	-23	20198
724	-696	17276	-1416	-298	77	-17	-20	-25	20247
700	-636	17456	-979	153	23	-20	-20	-21	20297
764	-916	17392	-2695	19	76	-17	-19	-23	20345
712	-1040	17116	-2165	-180	64	-18	-17	-23	20393
544	-1716	17296	-2553	-4	-261	-19	-19	-22	20444
-120	-2260	17120	-2121	115	-467	-19	-17	-19	20495
708	-1860	17324	-1698	-369	135	-19	-15	-20	20548
764	-2204	17212	-1749	246	-118	-19	-14	-21	20600
712	-2372	17068	275	-291	93	-18	-15	-20	20652
720	-2324	17340	-929	392	-60	-18	-14	-20	20701
668	-2780	17048	-689	-340	77	-19	-14	-20	20751
740	-2596	17304	-2363	102	-9	-16	-14	-19	20801
680	-3056	17044	-3575	-239	197	-18	-13	-20	20851
752	-3232	17216	-1501	-137	16	-21	-12	-19	20903
728	-3508	16880	-4058	60	-53	-19	-11	-18	20953
696	-3860	16528	-302	-573	-34	-19	-10	-17	21003
804	-3988	16984	-3338	701	311	-19	-10	-15	21054
552	-4568	16848	-539	-417	-135	-21	-9	-14	21105
716	-3840	17040	-4402	579	-259	-19	-9	-16	21156
408	-6064	16220	-3064	-116	-895	-20	-9	-14	21207
696	-5196	16540	-2416	-142	28	-18	-7	-14	21259
760	-5528	16276	-3964	-38	519	-18	-6	-11	21309
712	-6104	16300	-2415	-451	303	-20	-5	-13	21359
664	-6356	16216	-4111	654	159	-20	-4	-10	21410
624	-6528	15896	-1529	111	309	-19	-6	-9	21460
636	-6520	16064	-2885	-498	202	-20	-5	-9	21509
-980	-8184	15160	-5855	1072	-896	-20	-3	-7	21559
592	-7680	15352	-326	-885	265	-20	-3	-6	21611
704	-7648	15748	-5873	427	91	-19	-2	-6	21660
596	-8628	14732	-2536	-140	-200	-20	-1	-3	21707
584	-8560	15132	-769	-458	109	-19	-4	-7	21758
620	-8768	14900	-2845	463	-202	-21	-1	-4	21807
636	-8988	14680	984	-789	182	-21	-2	-4	21857
624	-8736	15036	-2276	741	-96	-20	0	-4	21905
556	-9172	14308	-476	-744	69	-21	-1	-3	21953
528	-9012	14892	-1988	426	287	-19	0	-2	22001
596	-9268	14212	-1114	-189	-190	-20	0	-2	22049
616	-9152	14712	385	-314	108	-23	0	-3	22099
580	-9436	14020	-1077	190	-55	-22	-1	-2	22145
636	-9488	14672	303	-541	159	-19	0	-1	22194
536	-9720	14424	-2710	394	32	-21	1	0	22241
504	-9876	13808	-1317	-105	-29	-21	1	-2	22287
596	-9720	14448	668	-711	77	-21	1	1	22336
572	-9864	13996	212	801	-263	-21	1	1	22380
624	-9748	14208	1202	-450	111	-23	1	0	22426
536	-9636	14300	1565	606	-187	-21	0	0	22473
572	-9688	14004	2389	-99	-162	-20	0	-1	22520
600	-9160	14600	4853	83	-127	-20	-1	-3	22568
588	-8896	14516	2501	-211	-154	-20	-2	-3	22615
608	-8768	14856	3474	-5	-392	-20	-1	-5	22665
568	-8140	14868	4723	-163	8	-21	-2	-6	22713
592	-7892	15448	3305	142	-325	-19	-1	-8	22760
684	-7688	15332	2512	-96	18	-20	-3	-7	22809
568	-7460	15540	4113	8	-373	-20	-6	-10	22856
1276	-10652	15564	4783	53	-107	-21	-4	-11	22903
664	-7012	15912	4868	28	-143	-18	-6	-10	22954
632	-6000	16196	2874	-594	393	-21	-5	-11	23003
688	-5976	16236	4603	133	-203	-19	-7	-13	23053
624	-5596	16556	3141	74	40	-19	-7	-13	23103
676	-5048	16468	4001	67	-446	-19	-8	-14	23150
612	-4992	16488	4415	-166	-278	-20	-9	-14	23199
624	-4296	16856	3899	127	-372	-20	-7	-15	23250
716	-3992	16836	3950	-23	-227	-20	-12	-18	23300
656	-3732	17080	3257	-151	-58	-19	-12	-17	23351
616	-3056	16936	5285	-51	124	-20	-12	-16	23402
652	-2216	17080	3626	-245	285	-18	-13	-20	23452
596	-2364	17128	3052	144	-229	-17	-16	-20	23503
732	-1848	17356	4908	-432	6	-18	-19	-21	23553
608	-1172	17480	3073	587	-329	-19	-17	-21	23602
604	-1328	17148	2668	-448	4	-19	-19	-23	23653
564	-932	17396	1543	183	5	-18	-20	-21	23702
628	-468	17424	2069	417	-994	-18	-20	-23	23749
544	-876	16880	2109	-279	253	-19	-21	-23	23799
648	-512	17392	3205	20	278	-16	-21	-22	23849
